text,sentiment,model,topic,cleaned
Hong Kong started out their Omicron wave with ~2/3rds of the population having some level of immunity due to their not-so-great Sinovac vaccine. One really wonders how much worse an Omicron wave would be hitting a population with no prior immunity for the first time.,,cnn-lstm,sinovac,hong kong start omicron wave rds population level immunity due notsogreat sinovac vaccine really wonder much bad omicron wave would hit population prior immunity first time
"RT @NewsBFM: 1. MySejahtera will soon be among the apps to be accepted by the European Union as proof of vaccination.

However, Health Mini…",,cnn-lstm,sinovac,mysejahtera soon among apps accepted european union proof vaccination however health mini
"My aunt received her Sinovac booster late January at a Penang private hospital but the booster status is still not reflected in MySejahtera.

While she has a copy of the Pharmaniaga issued record, will this affect her vaccination status come 1st April?

@my_sejahtera @Khairykj https://t.co/8MrIbpsGkB",,cnn-lstm,sinovac,aunt receive sinovac booster late january penang private hospital booster status still unreflected mysejahtera copy pharmaniaga issue record affect vaccination status come april
Pilot quaxxinated with Sinovac? https://t.co/O58ERBhyvP,,cnn-lstm,sinovac,pilot quaxxinated sinovac
"@mdccp2020 @mikepompeo Sinovac Biotech Ltd. is the largest manufacturer of Covid 19 vaccine in China. Although Kexing vaccines are frequently exposed to efficiency problems, in the first quarter of this year alone, the vaccine created a net profit of 10 billion yuan 1.67 billion US dollars for Kexing",,cnn-lstm,sinovac,sinovac biotech ltd large manufacturer covid vaccine china although kexing vaccine frequently expose efficiency problem first quarter year alone vaccine create net profit yuan dollar kexing
@EthantheFlaneur How bad is Sinovac?,,cnn-lstm,sinovac,bad sinovac
@DonEford What makes some ppl still be careful/alert w/pandemic situation even after 3 RNA vacc? Not common physiological reaction? What about Sinovac? Ppl in my homeland seemed even more careless after 3 Sinovac too,,cnn-lstm,sinovac,make ppl still carefulalert wpandemic situation even rna vacc uncommon physiological reaction sinovac ppl homeland seem even careless sinovac
"@drkalai61 @ICR_NIH @hkumed @DGHisham @maheshappannan 

@BharatBiotech Covaxin more effective &amp; efficacious compared to Sinovac during trials.
@BharatBiotech must further enhance the efficacy of Covaxin to meet the current pandemic challenges.
👍🏻 as yearly Vaccination dose if available.",,cnn-lstm,sinovac,covaxin effective efficacious compare sinovac trial must enhance efficacy covaxin meet current pandemic challenge yearly vaccination dose available
"3d doses of either BioNTech or SinoVac provide substantial additional protection against severe COVID-19 and should be prioritized, esp in older adults who received CoronaVac before. by @bencowling88 et al https://t.co/ehMwswmDfA",,cnn-lstm,sinovac,dos either biontech sinovac provide substantial additional protection severe covid prioritize esp old adult receive coronavac
Receivers of CoronaVac/Sinovac with significantly reduced antibodies may face higher risk to pandemic breakthrough infections. Sinovac recipients need a 3d jab of BionTech. https://t.co/oKm7l0kXiI https://t.co/ufcJbRzViz,,cnn-lstm,sinovac,receiver coronavacsinovac significantly reduce antibody may face high risk pandemic breakthrough infection sinovac recipient need jab biontech
@erinotoole Lol ludicrous ! Have they even checked out every shareholder of every other Vaccinne manufacturer? There must be a link to China on this one. Canada probably did not admit CHINESE into the country vaccinated with Sinovac so this is payback via the WHO which they control.,,cnn-lstm,sinovac,lol ludicrous even checked every shareholder every vaccinne manufacturer must link china one canada probably deny chinese country vaccinate sinovac payback via control
"@SarahSpencerTW @AnneW12619455 @ASlavitt Lots of elderly HKers are scared of potential side effects of mRNA vaccines, and took the Sinovac even when they knew it's much less effective, simply because of lower side effects.

When COVID didn't kill, people became much more concerned with the vaccines' side effects.",,cnn-lstm,sinovac,lot elderly hkers scar potential side effect mrna vaccine take sinovac even knew much less effective simply low side effect covid kill people become much concerned vaccine side effect
"@KaiserKuo Sinovac booster turned out to be fairly effective in preventing serious cases, if people only were willing to get the booster. 
https://t.co/y5IITpdb4g",,cnn-lstm,sinovac,sinovac booster turn fairly effective prevent serious case people willing get booster
@KaiserKuo Plenty of vaccine misinformation re: Sinovac from pro-West HK doctors and medical service providers.,,cnn-lstm,sinovac,plenty vaccine misinformation sinovac prowest doctor medical service provider
RT @wasabi1388: @bernamadotcom @Khairykj @KKMPutrajaya Doesn't make much sense for kkm to do that as kkm was the one that approved &amp; pushed…,,cnn-lstm,sinovac,unmake much sense kkm kkm approve push
"@andkenbr @PaigePang1 @EricTopol Yea, apparently 2-dose moderately effective booster very effective. Two doses offered older people only a moderately high level of protection against severe disease and death, but a third dose significantly bolstered their defenses. https://t.co/nTI2puLIAE",,cnn-lstm,sinovac,yea apparently dose moderately effective booster effective dos offer old people moderately high level protection severe disease death third dose significantly bolster defense
"Sinovac COVID vaccine 38% effective in young kids —Chilean study

READ HERE: https://t.co/XAKpI8IJzv https://t.co/dCJmGkmUhd",,cnn-lstm,sinovac,sinovac covid vaccine effective young kid chilean study read
"@SpikeHK He is not totally wrong.
Sinovac, one of the two available vaccines in HK, is dangerous &amp; ineffective against Delta/omicron.",,cnn-lstm,sinovac,partly wrong sinovac available vaccine dangerous ineffective deltaomicron
"@KaiserKuo Distrust of both Sinovac and Biontech, after they were rolled out they both received tons of bad press re: side-effects, and little was done to promote their uptake due to the gov focus on purging the civil service/district councils/legco/schools post-2019",,cnn-lstm,sinovac,distrust sinovac biontech roll receive ton bad press sideeffects little promote uptake due gov focus purge civil servicedistrict councilslegcoschools post
"@AnneW12619455 @ASlavitt Im in Taiwan, not HK. But we couldn’t purchase, beg steal or borrow MRNA vaccine until fall 2021. All we had was donated AZ  and that was in short supply. There are other issues in HK bc of Chinas preference for Sinovac. But many places couldn’t get MRNA for a long time.",,cnn-lstm,sinovac,taiwan could sell beg steal borrow mrna vaccine fall donate short supply issue china preference sinovac many place could leave mrna long time
"@packerpoppa @PaigePang1 @EricTopol Three doses of Sinovac seems to be very effective against hospitalization, even against Omicron. The problem is not there, not yet. https://t.co/x2jPzTWONB",,cnn-lstm,sinovac,dos sinovac seem effective hospitalization even omicron problem yet
"CANTONESE/HONG KONG/CHINESE news: people WITH DISABILITIES will be FORCED to get #SINOVAC? (March 27, 2022; 5:30 HKT) #CARRIELAM #SINOVAC #FAIL",,cnn-lstm,sinovac,cantonesehong kongchinese news people disability force get march hkt
"RT @ainabbas: @magmalaya Instead of asking here, why don’t we all google google why sinovac vaccine is less effective, then you will get th…",,cnn-lstm,sinovac,instead ask google google sinovac vaccine less effective get
"Sinovac Booster Gives Elderly Stronger Protection Against Omicron, Study Finds: Given the surge of Omicron cases in Asia, the new research lends urgency to vaccination campaigns in China and Hong Kong. https://t.co/KbNKC3P8m0 https://t.co/WDIxwZXCJu",,cnn-lstm,sinovac,sinovac booster give elderly strong protection omicron study find give surge omicron case asia new research lends urgency vaccination campaign china hong kong
@KaiserKuo That SinoVac is less effective is largely a myth. Vaccinate the elderly fast. the mainland has to learn from HK. Friends in Beijing say a city-wide campaign is already going on to lure people older than 60 with some shopping vouchers to get their 1st shots.,,cnn-lstm,sinovac,sinovac less effective largely myth vaccinate elderly fast mainland learn friend beijing say citywide campaign already lure people old shopping voucher get shot
"Seems the China one is most effective.
Means they spread fake news on Sinovac's effectiveness.",,cnn-lstm,sinovac,seem china effective mean spread fake news sinovac effectiveness
"Fascinating. Meshes what I've heard from HK folks as to why it hit so hard. Others, however, have said there's a political element in it, too: Distrust of Lam's gov, of authority (public health or otherwise), of Sinovac, of anything tied to China. True? https://t.co/0Cb9KXKPpi",,cnn-lstm,sinovac,fascinate mesh heard folk hit hard others however say political element distrust lam gov authority public health otherwise sinovac anything tie china true
"From what I understand, Hong Kong has a way lower vaccination rate among its elders. Only about 37% of those over 80 years old have been fully vaccinated in Hong Kong.

Hong Kong elders were also largely vaccinated with the less effective Chinese-made Sinovac vaccine. https://t.co/2DjRh59J1H",,cnn-lstm,sinovac,understand hong kong way low vaccination rate among elder year old fully vaccinate hong kong hong kong elder also largely vaccinate less effective chinesemade sinovac vaccine
"@coffndrop I was forced to get vaccinated again because otherwise I couldn't get treatment in a in-patient program. I had two shots of Sinovac in my home country but that it's not recognized in Germany so I had to get two full shots again. The fourth one, second BioNtech was the killer 😓",,cnn-lstm,sinovac,force get vaccinate otherwise could leave treatment inpatient program shot sinovac home country recognize germany get full shot fourth one second biontech killer
news from malaysia MOH places high hopes on senior citizens and recipients of the Sinovac vaccine to get the term dose immediately https://t.co/t8emJqHJC0 https://t.co/DXmcu2rKZ5,,cnn-lstm,sinovac,news malaysia moh place high hope senior citizen recipient sinovac vaccine get term dose immediately
"@MarvinH2_G2 @NjbBari3 @Gab_H_R They are great vaccines if that's what you meant...

What the article doesn't mention is that 2/3rds of HK's elderly received Sinovac so take that ""15%"" lower effectiveness in the unboosted with a grain of salt...
https://t.co/HvpMyZeVEv https://t.co/u3AQsMYnSd",,cnn-lstm,sinovac,great vaccine meant article mention rds elderly receive sinovac take low effectiveness unboosted grain salt
@LorenaDyson @jesflres And me. And I took 3 shots of Sinovac.,,cnn-lstm,sinovac,take shot sinovac
"@ondaiwai @FY4Chan @ktse852 In general (jmo unscientific!), I feel HKers have embraced masks more than they have vaccines. The degree of vaccine hesitancy across age groups has surprised me tbh. And the pref for Sinovac in older ppl has kinda surprised me. Fear of perceived side effects&gt;effectiveness.",,cnn-lstm,sinovac,general jmo unscientific feel hkers embrace mask vaccine degree vaccine hesitancy across age group surprised tbh pref sinovac old ppl kind surprised fear perceive side effect effectiveness
